#,Name,Formula,Include,Mass(Da),Found At Mass (Da),Control Found At Mass (Da),Width (Da),Adduct,Expected RT (min),RT Width (min),Found At RT (min),Library Score,Library Hit,Formula Finder Result,Intensity,Control Intensity,Known Concentration,Calculated Concentration,Area,Control Area,Isotope,Threshold (cps),Threshold (ratio of control),Formula Finder Score,Int Std,Combined Score,Mass Error Score,RT Score,Isotope Score,Non-Targeted Peak,S:N,Fragment Mass (Da),Comments,Extraction Mass (Da),Error (ppm),Control Error (ppm),Error (mDa),Control Error (mDa),RT Delta (min),Control RT Delta (min),RT % Error,Control RT % Error
412,HMDB0014342,C13H12F2N6O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
413,HMDB0015231,C4H4FN3O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
414,HMDB0015589,C26H26F2N2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
415,HMDB0014729,C24H30F2O6,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
416,HMDB0014469,C22H29FO4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
417,HMDB0014615,C17H18F3NO,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
418,HMDB0014850,C15H13FO2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
419,HMDB0000121,C19H19N7O6,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
420,HMDB0005015,C9H17NO2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
421,HMDB0015200,C21H27N5O4S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
422,HMDB0015308,C26H27NO9,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
423,HMDB0014862,C14H16N4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
424,HMDB0014946,C16H16ClN3O3S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
425,HMDB0015449,C19H26I3N3O9,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
426,HMDB0014415,C19H21N3O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
427,HMDB0015298,C35H38Cl2N8O4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
428,HMDB0012242,C26H28Cl2N4O4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
429,HMDB0014695,C9H7Cl2N5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
430,HMDB0015388,C29H26ClFN4O4S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
431,HMDB0014792,C26H40O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
432,HMDB0014332,C15H10Cl2N2O2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
433,HMDB0000159,C9H11NO2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
434,HMDB0000929,C11H12N2O2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
435,HMDB0014781,C16H13N3O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
436,HMDB0014389,C7H7NO3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
437,HMDB0015094,C22H30O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
438,HMDB0014494,C9H15N5O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
439,HMDB0015302,C13H17ClN2O2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
440,HMDB0015656,C14H14N2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
441,HMDB0001406,C6H6N2O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
442,HMDB0015679,C13H8Cl2N2O4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
443,HMDB0001488,C6H5NO2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
444,HMDB0015595,C28H22F3N7O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
445,HMDB0015192,C16H18FN3O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
446,HMDB0014420,C24H26N6O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
447,HMDB0015215,C29H53NO5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
448,HMDB0015396,C23H27FN4O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
449,HMDB0000210,C9H17NO5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
450,HMDB0014630,C17H20FN3O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
451,HMDB0014780,C20H21N5O6,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
452,HMDB0015557,C16H20N2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
453,HMDB0014830,C17H19N3O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
454,HMDB0014998,C21H28O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
455,HMDB0014375,C8H17NO2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
456,HMDB0000239,C8H11NO3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
457,HMDB0014324,C23H32N2O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
458,HMDB0014949,C8H12N4O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
459,HMDB0000244,C17H20N4O6,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
460,HMDB0015088,C15H19N5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
461,HMDB0005007,C25H38O5,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
462,HMDB0015390,C16H15F6N5O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
463,HMDB0014535,C15H23N3O4S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
464,HMDB0014958,C22H19N3O4,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
465,HMDB0014445,C9H14N5O4P,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
466,HMDB0000235,C12H17N4OS,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
467,HMDB0015538,C14H12O3S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
468,HMDB0015047,C8H13N3O4S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
469,HMDB0014359,C16H20N4O3S,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
470,HMDB0014758,C21H27FO6,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
471,HMDB0014947,C17H20N2O2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
472,HMDB0014354,C25H30NO3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
473,HMDB0014323,C24H29N5O3,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
474,HMDB0015596,C17H25N3O2,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
475,HMDB0000305,C20H30O,TRUE,,0,,0.01,,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
