#,Name,Formula,Include,Mass(Da),Found At Mass (Da),Control Found At Mass (Da),Width (Da),Adduct,Expected RT (min),RT Width (min),Found At RT (min),Library Score,Library Hit,Formula Finder Result,Intensity,Control Intensity,Known Concentration,Calculated Concentration,Area,Control Area,Isotope,Threshold (cps),Threshold (ratio of control),Formula Finder Score,Int Std,Combined Score,Mass Error Score,RT Score,Isotope Score,Non-Targeted Peak,S:N,Fragment Mass (Da),Comments,Extraction Mass (Da),Error (ppm),Control Error (ppm),Error (mDa),Control Error (mDa),RT Delta (min),Control RT Delta (min),RT % Error,Control RT % Error
1,HMDB0014602,C21H26O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
2,HMDB0014856,C20H32N5O8P,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
3,HMDB0015636,C15H17NO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
4,HMDB0014490,C19H27N5O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
5,HMDB0014581,C5H4N4O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
6,HMDB0015633,C17H27N3O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
7,HMDB0014434,C17H21NO,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
8,HMDB0014327,C10H12ClNO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
9,HMDB0015465,C19H20ClNO4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
10,HMDB0015583,C22H18N2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
11,HMDB0014334,C19H25BN4O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
12,HMDB0014699,C27H29N5O6S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
13,HMDB0015511,C14H10BrN3O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
14,HMDB0015353,C25H34O6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
15,HMDB0015024,C17H20N2O5S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
16,HMDB0015328,C9H15NO3S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
17,HMDB0014455,C14H11ClN2O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
18,HMDB0014410,C13H17NO,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
19,HMDB0015393,C27H37N3O7S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
20,HMDB0015384,C22H26ClN7O2S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
21,HMDB0015547,C21H15N3O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
22,HMDB0015102,C19H19ClN2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
23,HMDB0015110,C24H40N8O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
24,HMDB0015315,C22H24ClN5O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
25,HMDB0014619,C18H19NOS,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
26,HMDB0014522,C21H28O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
27,HMDB0015108,C24H21F2NO3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
28,HMDB0014570,C14H19N5O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
29,HMDB0015158,C18H19Cl2NO4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
30,HMDB0015405,C17H21NO4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
31,HMDB0014951,C22H28N2O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
32,HMDB0014342,C13H12F2N6O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
33,HMDB0015231,C4H4FN3O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
34,HMDB0015589,C26H26F2N2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
35,HMDB0014729,C24H30F2O6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
36,HMDB0014469,C22H29FO4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
37,HMDB0014615,C17H18F3NO,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
38,HMDB0014850,C15H13FO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
39,HMDB0000121,C19H19N7O6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
40,HMDB0005015,C9H17NO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
41,HMDB0015200,C21H27N5O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
42,HMDB0015308,C26H27NO9,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
43,HMDB0014862,C14H16N4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
44,HMDB0014946,C16H16ClN3O3S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
45,HMDB0015449,C19H26I3N3O9,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
46,HMDB0014415,C19H21N3O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
47,HMDB0015298,C35H38Cl2N8O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
48,HMDB0012242,C26H28Cl2N4O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
49,HMDB0014695,C9H7Cl2N5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
50,HMDB0015388,C29H26ClFN4O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
51,HMDB0014792,C26H40O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
52,HMDB0014332,C15H10Cl2N2O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
53,HMDB0000159,C9H11NO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
54,HMDB0000929,C11H12N2O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
55,HMDB0014781,C16H13N3O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
56,HMDB0014389,C7H7NO3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
57,HMDB0015094,C22H30O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
58,HMDB0014494,C9H15N5O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
59,HMDB0015302,C13H17ClN2O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
60,HMDB0015656,C14H14N2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
61,HMDB0001406,C6H6N2O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
62,HMDB0015679,C13H8Cl2N2O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
63,HMDB0001488,C6H5NO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
64,HMDB0015595,C28H22F3N7O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
65,HMDB0015192,C16H18FN3O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
66,HMDB0014420,C24H26N6O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
67,HMDB0015215,C29H53NO5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
68,HMDB0015396,C23H27FN4O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
69,HMDB0000210,C9H17NO5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
70,HMDB0014630,C17H20FN3O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
71,HMDB0014780,C20H21N5O6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
72,HMDB0015557,C16H20N2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
73,HMDB0014830,C17H19N3O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
74,HMDB0014998,C21H28O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
75,HMDB0014375,C8H17NO2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
76,HMDB0000239,C8H11NO3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
77,HMDB0014324,C23H32N2O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
78,HMDB0014949,C8H12N4O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
79,HMDB0000244,C17H20N4O6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
80,HMDB0015088,C15H19N5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
81,HMDB0005007,C25H38O5,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
82,HMDB0015390,C16H15F6N5O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
83,HMDB0014535,C15H23N3O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
84,HMDB0014958,C22H19N3O4,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
85,HMDB0014445,C9H14N5O4P,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
86,HMDB0000235,C12H17N4OS,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
87,HMDB0015538,C14H12O3S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
88,HMDB0015047,C8H13N3O4S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
89,HMDB0014359,C16H20N4O3S,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
90,HMDB0014758,C21H27FO6,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
91,HMDB0014947,C17H20N2O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
92,HMDB0014354,C25H30NO3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
93,HMDB0014323,C24H29N5O3,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
94,HMDB0015596,C17H25N3O2,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
95,HMDB0000305,C20H30O,TRUE,,0,,0.01,H,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
96,HMDB0014602,C21H26O3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
97,HMDB0014856,C20H32N5O8P,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
98,HMDB0015636,C15H17NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
99,HMDB0014490,C19H27N5O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
100,HMDB0014581,C5H4N4O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
101,HMDB0015633,C17H27N3O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
102,HMDB0014434,C17H21NO,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
103,HMDB0014327,C10H12ClNO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
104,HMDB0015465,C19H20ClNO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
105,HMDB0015583,C22H18N2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
106,HMDB0014334,C19H25BN4O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
107,HMDB0014699,C27H29N5O6S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
108,HMDB0015511,C14H10BrN3O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
109,HMDB0015353,C25H34O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
110,HMDB0015024,C17H20N2O5S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
111,HMDB0015328,C9H15NO3S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
112,HMDB0014455,C14H11ClN2O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
113,HMDB0014410,C13H17NO,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
114,HMDB0015393,C27H37N3O7S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
115,HMDB0015384,C22H26ClN7O2S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
116,HMDB0015547,C21H15N3O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
117,HMDB0015102,C19H19ClN2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
118,HMDB0015110,C24H40N8O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
119,HMDB0015315,C22H24ClN5O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
120,HMDB0014619,C18H19NOS,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
121,HMDB0014522,C21H28O2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
122,HMDB0015108,C24H21F2NO3,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
123,HMDB0014570,C14H19N5O4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
124,HMDB0015158,C18H19Cl2NO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
125,HMDB0015405,C17H21NO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
126,HMDB0014951,C22H28N2O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
127,HMDB0014342,C13H12F2N6O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
128,HMDB0015231,C4H4FN3O,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
129,HMDB0015589,C26H26F2N2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
130,HMDB0014729,C24H30F2O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
131,HMDB0014469,C22H29FO4,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
132,HMDB0014615,C17H18F3NO,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
133,HMDB0014850,C15H13FO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
134,HMDB0000121,C19H19N7O6,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
135,HMDB0005015,C9H17NO2,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
136,HMDB0015200,C21H27N5O4S,TRUE,,0,,0.01,Na,0,1,0,-1,,,0,,,,0,,0,100,5,-1,FALSE,-1,-1,-1,-1,FALSE,,,,,0,,0,,0,,0,
