Accuracy For QCs Used	Accuracy For Stds Used	Baseline Sub. Window	Calc Conc Used	Comment	End Mass	Expected RT	Experiment	Extraction Type	GroupName	Ion Ratio Tolerance	Ion Ratio Used	IS	Lower Lim Calc Conc	Max Tolerance LLOQ	Max Tolerance QC	Max Tolerance Stds	Min Peak Height	Min Peak Width	Name	Noise Percentage	Peak Splitting Factor	Period	Regression Type	Report Largest Peak	Smoothing Width	Start Mass	Units	Update RT	Upper Lim Calc Conc	Use Area
TRUE	TRUE	0.1	TRUE		185.0601431	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K185.056442	100	1	1	Linear	TRUE	3	185.0527409		0		TRUE
TRUE	TRUE	0.1	TRUE		185.0357746	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K185.032074	100	1	1	Linear	TRUE	3	185.0283734		0		TRUE
TRUE	TRUE	0.1	TRUE		184.0879257	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K184.084244	100	1	1	Linear	TRUE	3	184.0805623		0		TRUE
TRUE	TRUE	0.1	TRUE		183.1562201	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K183.152557	100	1	1	Linear	TRUE	3	183.1488939		0		TRUE
TRUE	TRUE	0.1	TRUE		183.0838466	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K183.080185	100	1	1	Linear	TRUE	3	183.0765234		0		TRUE
TRUE	TRUE	0.1	TRUE		182.1029	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K182.099258	100	1	1	Linear	TRUE	3	182.095616		0		TRUE
TRUE	TRUE	0.1	TRUE		197.1356866	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K197.131744	100	1	1	Linear	TRUE	3	197.1278014		0		TRUE
TRUE	TRUE	0.1	TRUE		185.0986569	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K185.094955	100	1	1	Linear	TRUE	3	185.0912531		0		TRUE
TRUE	TRUE	0.1	TRUE		167.0873567	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K167.084015	100	1	1	Linear	TRUE	3	167.0806733		0		TRUE
TRUE	TRUE	0.1	TRUE		166.7465299	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K166.743195	100	1	1	Linear	TRUE	3	166.7398601		0		TRUE
TRUE	TRUE	0.1	TRUE		166.0825606	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K166.079239	100	1	1	Linear	TRUE	3	166.0759174		0		TRUE
TRUE	TRUE	0.1	TRUE		149.0076341	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K149.004654	100	1	1	Linear	TRUE	3	149.0016739		0		TRUE
TRUE	TRUE	0.1	TRUE		181.105963	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K181.102341	100	1	1	Linear	TRUE	3	181.098719		0		TRUE
TRUE	TRUE	0.1	TRUE		180.0932628	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K180.089661	100	1	1	Linear	TRUE	3	180.0860592		0		TRUE
TRUE	TRUE	0.1	TRUE		74.87326244	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K74.871765	100	1	1	Linear	TRUE	3	74.87026756		0		TRUE
TRUE	TRUE	0.1	TRUE		179.0881607	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K179.084579	100	1	1	Linear	TRUE	3	179.0809973		0		TRUE
TRUE	TRUE	0.1	TRUE		74.95595909	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K74.95446	100	1	1	Linear	TRUE	3	74.95296091		0		TRUE
TRUE	TRUE	0.1	TRUE		75.41328924	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K75.411781	100	1	1	Linear	TRUE	3	75.41027276		0		TRUE
TRUE	TRUE	0.1	TRUE		76.42954556	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K76.42801700000001	100	1	1	Linear	TRUE	3	76.42648844		0		TRUE
TRUE	TRUE	0.1	TRUE		86.53055458	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K86.528824	100	1	1	Linear	TRUE	3	86.52709342		0		TRUE
TRUE	TRUE	0.1	TRUE		77.82965856	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K77.828102	100	1	1	Linear	TRUE	3	77.82654544		0		TRUE
TRUE	TRUE	0.1	TRUE		156.1491039	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K156.145981	100	1	1	Linear	TRUE	3	156.1428581		0		TRUE
TRUE	TRUE	0.1	TRUE		178.0794125	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K178.075851	100	1	1	Linear	TRUE	3	178.0722895		0		TRUE
TRUE	TRUE	0.1	TRUE		176.0586361	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K176.055115	100	1	1	Linear	TRUE	3	176.0515939		0		TRUE
TRUE	TRUE	0.1	TRUE		175.0881267	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K175.084625	100	1	1	Linear	TRUE	3	175.0811233		0		TRUE
TRUE	TRUE	0.1	TRUE		174.0966519	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K174.09317	100	1	1	Linear	TRUE	3	174.0896881		0		TRUE
TRUE	TRUE	0.1	TRUE		173.5954208	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K173.591949	100	1	1	Linear	TRUE	3	173.5884772		0		TRUE
TRUE	TRUE	0.1	TRUE		173.0982949	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K173.094833	100	1	1	Linear	TRUE	3	173.0913711		0		TRUE
TRUE	TRUE	0.1	TRUE		172.0914548	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K172.088013	100	1	1	Linear	TRUE	3	172.0845712		0		TRUE
TRUE	TRUE	0.1	TRUE		171.1203503	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K171.116928	100	1	1	Linear	TRUE	3	171.1135057		0		TRUE
TRUE	TRUE	0.1	TRUE		171.0833476	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K171.079926	100	1	1	Linear	TRUE	3	171.0765044		0		TRUE
TRUE	TRUE	0.1	TRUE		170.9309085	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K170.92749	100	1	1	Linear	TRUE	3	170.9240715		0		TRUE
TRUE	TRUE	0.1	TRUE		170.104415	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K170.101013	100	1	1	Linear	TRUE	3	170.097611		0		TRUE
TRUE	TRUE	0.1	TRUE		169.6426598	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K169.639267	100	1	1	Linear	TRUE	3	169.6358742		0		TRUE
TRUE	TRUE	0.1	TRUE		169.0987949	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K169.095413	100	1	1	Linear	TRUE	3	169.0920311		0		TRUE
TRUE	TRUE	0.1	TRUE		169.0683833	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K169.065002	100	1	1	Linear	TRUE	3	169.0616207		0		TRUE
TRUE	TRUE	0.1	TRUE		169.0210804	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K169.0177	100	1	1	Linear	TRUE	3	169.0143196		0		TRUE
TRUE	TRUE	0.1	TRUE		197.1013689	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K197.097427	100	1	1	Linear	TRUE	3	197.0934851		0		TRUE
TRUE	TRUE	0.1	TRUE		255.0856986	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K255.080597	100	1	1	Linear	TRUE	3	255.0754954		0		TRUE
TRUE	TRUE	0.1	TRUE		198.0717714	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K198.06781	100	1	1	Linear	TRUE	3	198.0638486		0		TRUE
TRUE	TRUE	0.1	TRUE		59.45199802	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K59.450809	100	1	1	Linear	TRUE	3	59.44961998		0		TRUE
TRUE	TRUE	0.1	TRUE		55.37916356	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K55.37805600000001	100	1	1	Linear	TRUE	3	55.37694844		0		TRUE
TRUE	TRUE	0.1	TRUE		54.86640031	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K54.865303	100	1	1	Linear	TRUE	3	54.86420569		0		TRUE
TRUE	TRUE	0.1	TRUE		54.04683792	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K54.04575699999999	100	1	1	Linear	TRUE	3	54.04467608		0		TRUE
TRUE	TRUE	0.1	TRUE		53.22908456	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K53.22801999999999	100	1	1	Linear	TRUE	3	53.22695544		0		TRUE
TRUE	TRUE	0.1	TRUE		53.14199282	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K53.14093	100	1	1	Linear	TRUE	3	53.13986718		0		TRUE
TRUE	TRUE	0.1	TRUE		51.87715152	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K51.876114	100	1	1	Linear	TRUE	3	51.87507648		0		TRUE
TRUE	TRUE	0.1	TRUE		58.4662683	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K58.465099	100	1	1	Linear	TRUE	3	58.4639297		0		TRUE
TRUE	TRUE	0.1	TRUE		51.34951897	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K51.348492	100	1	1	Linear	TRUE	3	51.34746503		0		TRUE
TRUE	TRUE	0.1	TRUE		207.0832276	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K207.079086	100	1	1	Linear	TRUE	3	207.0749444		0		TRUE
TRUE	TRUE	0.1	TRUE		207.1235734	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K207.119431	100	1	1	Linear	TRUE	3	207.1152886		0		TRUE
TRUE	TRUE	0.1	TRUE		50.61763133	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K50.616619	100	1	1	Linear	TRUE	3	50.61560667		0		TRUE
TRUE	TRUE	0.1	TRUE		61.65897815	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K61.657745	100	1	1	Linear	TRUE	3	61.65651185		0		TRUE
TRUE	TRUE	0.1	TRUE		78.44191481	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K78.44034599999999	100	1	1	Linear	TRUE	3	78.43877719		0		TRUE
TRUE	TRUE	0.1	TRUE		70.55435906	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K70.552948	100	1	1	Linear	TRUE	3	70.55153694		0		TRUE
TRUE	TRUE	0.1	TRUE		70.36056118	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K70.359154	100	1	1	Linear	TRUE	3	70.35774682		0		TRUE
TRUE	TRUE	0.1	TRUE		70.02539448	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K70.02399399999999	100	1	1	Linear	TRUE	3	70.02259352		0		TRUE
TRUE	TRUE	0.1	TRUE		70.01040318	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K70.009003	100	1	1	Linear	TRUE	3	70.00760282		0		TRUE
TRUE	TRUE	0.1	TRUE		69.81901535	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K69.817619	100	1	1	Linear	TRUE	3	69.81622265		0		TRUE
TRUE	TRUE	0.1	TRUE		69.57476347	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K69.57337199999999	100	1	1	Linear	TRUE	3	69.57198053		0		TRUE
TRUE	TRUE	0.1	TRUE		69.30441806	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K69.303032	100	1	1	Linear	TRUE	3	69.30164594		0		TRUE
TRUE	TRUE	0.1	TRUE		68.31382025	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K68.312454	100	1	1	Linear	TRUE	3	68.31108775		0		TRUE
TRUE	TRUE	0.1	TRUE		60.97012538	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K60.968906	100	1	1	Linear	TRUE	3	60.96768662		0		TRUE
TRUE	TRUE	0.1	TRUE		67.84906695	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K67.84770999999999	100	1	1	Linear	TRUE	3	67.84635305		0		TRUE
TRUE	TRUE	0.1	TRUE		67.61319124	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K67.611839	100	1	1	Linear	TRUE	3	67.61048676		0		TRUE
TRUE	TRUE	0.1	TRUE		109.0685263	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K109.066345	100	1	1	Linear	TRUE	3	109.0641637		0		TRUE
TRUE	TRUE	0.1	TRUE		56.86421226	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K56.863075	100	1	1	Linear	TRUE	3	56.86193774		0		TRUE
TRUE	TRUE	0.1	TRUE		57.34550689	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K57.34435999999999	100	1	1	Linear	TRUE	3	57.34321311		0		TRUE
TRUE	TRUE	0.1	TRUE		213.1293085	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K213.125046	100	1	1	Linear	TRUE	3	213.1207835		0		TRUE
TRUE	TRUE	0.1	TRUE		82.56136619	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K82.559715	100	1	1	Linear	TRUE	3	82.55806381		0		TRUE
TRUE	TRUE	0.1	TRUE		242.1223804	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K242.117538	100	1	1	Linear	TRUE	3	242.1126956		0		TRUE
TRUE	TRUE	0.1	TRUE		243.0800565	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K243.075195	100	1	1	Linear	TRUE	3	243.0703335		0		TRUE
TRUE	TRUE	0.1	TRUE		244.1269374	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K244.122055	100	1	1	Linear	TRUE	3	244.1171726		0		TRUE
TRUE	TRUE	0.1	TRUE		245.0973088	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K245.092407	100	1	1	Linear	TRUE	3	245.0875052		0		TRUE
TRUE	TRUE	0.1	TRUE		245.1314285	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K245.126526	100	1	1	Linear	TRUE	3	245.1216235		0		TRUE
TRUE	TRUE	0.1	TRUE		245.6406397	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K245.635727	100	1	1	Linear	TRUE	3	245.6308143		0		TRUE
TRUE	TRUE	0.1	TRUE		246.1112151	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K246.106293	100	1	1	Linear	TRUE	3	246.1013709		0		TRUE
TRUE	TRUE	0.1	TRUE		247.1157362	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K247.110794	100	1	1	Linear	TRUE	3	247.1058518		0		TRUE
TRUE	TRUE	0.1	TRUE		254.1279925	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K254.12291	100	1	1	Linear	TRUE	3	254.1178275		0		TRUE
TRUE	TRUE	0.1	TRUE		247.1590111	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K247.154068	100	1	1	Linear	TRUE	3	247.1491249		0		TRUE
TRUE	TRUE	0.1	TRUE		249.0400147	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K249.035034	100	1	1	Linear	TRUE	3	249.0300533		0		TRUE
TRUE	TRUE	0.1	TRUE		249.105339	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K249.100357	100	1	1	Linear	TRUE	3	249.095375		0		TRUE
TRUE	TRUE	0.1	TRUE		249.1330496	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K249.128067	100	1	1	Linear	TRUE	3	249.1230844		0		TRUE
TRUE	TRUE	0.1	TRUE		250.1306735	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K250.125671	100	1	1	Linear	TRUE	3	250.1206685		0		TRUE
TRUE	TRUE	0.1	TRUE		251.1095451	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K251.104523	100	1	1	Linear	TRUE	3	251.0995009		0		TRUE
TRUE	TRUE	0.1	TRUE		251.1449768	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K251.139954	100	1	1	Linear	TRUE	3	251.1349312		0		TRUE
TRUE	TRUE	0.1	TRUE		251.9759714	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K251.970932	100	1	1	Linear	TRUE	3	251.9658926		0		TRUE
TRUE	TRUE	0.1	TRUE		252.156288	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K252.151245	100	1	1	Linear	TRUE	3	252.146202		0		TRUE
TRUE	TRUE	0.1	TRUE		253.1258054	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K253.120743	100	1	1	Linear	TRUE	3	253.1156806		0		TRUE
TRUE	TRUE	0.1	TRUE		248.1211883	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K248.116226	100	1	1	Linear	TRUE	3	248.1112637		0		TRUE
TRUE	TRUE	0.1	TRUE		214.1327156	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K214.128433	100	1	1	Linear	TRUE	3	214.1241504		0		TRUE
TRUE	TRUE	0.1	TRUE		213.7572961	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K213.753021	100	1	1	Linear	TRUE	3	213.7487459		0		TRUE
TRUE	TRUE	0.1	TRUE		67.47578349	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K67.474434	100	1	1	Linear	TRUE	3	67.47308451		0		TRUE
TRUE	TRUE	0.1	TRUE		67.37936156	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K67.37801400000001	100	1	1	Linear	TRUE	3	67.37666644		0		TRUE
TRUE	TRUE	0.1	TRUE		66.87221742	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K66.87088	100	1	1	Linear	TRUE	3	66.86954258		0		TRUE
TRUE	TRUE	0.1	TRUE		89.06307623	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K89.061295	100	1	1	Linear	TRUE	3	89.05951377		0		TRUE
TRUE	TRUE	0.1	TRUE		91.05764512	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K91.055824	100	1	1	Linear	TRUE	3	91.05400288		0		TRUE
TRUE	TRUE	0.1	TRUE		91.14883394	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K91.14701099999999	100	1	1	Linear	TRUE	3	91.14518806		0		TRUE
TRUE	TRUE	0.1	TRUE		87.2466869	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K87.24494200000001	100	1	1	Linear	TRUE	3	87.2431971		0		TRUE
TRUE	TRUE	0.1	TRUE		91.40363804	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K91.40181	100	1	1	Linear	TRUE	3	91.39998196		0		TRUE
TRUE	TRUE	0.1	TRUE		96.51772332	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K96.515793	100	1	1	Linear	TRUE	3	96.51386268		0		TRUE
TRUE	TRUE	0.1	TRUE		96.67029837	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K96.66836500000001	100	1	1	Linear	TRUE	3	96.66643163		0		TRUE
TRUE	TRUE	0.1	TRUE		80.97220041	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K80.97058100000001	100	1	1	Linear	TRUE	3	80.96896159		0		TRUE
TRUE	TRUE	0.1	TRUE		81.13525867	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K81.133636	100	1	1	Linear	TRUE	3	81.13201333		0		TRUE
TRUE	TRUE	0.1	TRUE		81.22313643	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K81.221512	100	1	1	Linear	TRUE	3	81.21988757		0		TRUE
TRUE	TRUE	0.1	TRUE		198.1076761	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K198.103714	100	1	1	Linear	TRUE	3	198.0997519		0		TRUE
TRUE	TRUE	0.1	TRUE		96.78578768	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K96.783852	100	1	1	Linear	TRUE	3	96.78191632		0		TRUE
TRUE	TRUE	0.1	TRUE		97.0267815	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K97.02484100000001	100	1	1	Linear	TRUE	3	97.0229005		0		TRUE
TRUE	TRUE	0.1	TRUE		97.0620762	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K97.060135	100	1	1	Linear	TRUE	3	97.0581938		0		TRUE
TRUE	TRUE	0.1	TRUE		98.04893494	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K98.046974	100	1	1	Linear	TRUE	3	98.04501306		0		TRUE
TRUE	TRUE	0.1	TRUE		98.07652349	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K98.074562	100	1	1	Linear	TRUE	3	98.07260051		0		TRUE
TRUE	TRUE	0.1	TRUE		98.09623789	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K98.09427600000001	100	1	1	Linear	TRUE	3	98.09231411		0		TRUE
TRUE	TRUE	0.1	TRUE		98.47904354	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K98.477074	100	1	1	Linear	TRUE	3	98.47510446		0		TRUE
TRUE	TRUE	0.1	TRUE		96.27736151	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K96.275436	100	1	1	Linear	TRUE	3	96.27351049		0		TRUE
TRUE	TRUE	0.1	TRUE		98.59560787	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K98.593636	100	1	1	Linear	TRUE	3	98.59166413		0		TRUE
TRUE	TRUE	0.1	TRUE		86.84372484	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K86.841988	100	1	1	Linear	TRUE	3	86.84025116		0		TRUE
TRUE	TRUE	0.1	TRUE		86.24935995	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K86.247635	100	1	1	Linear	TRUE	3	86.24591005		0		TRUE
TRUE	TRUE	0.1	TRUE		82.38783972	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K82.38619200000001	100	1	1	Linear	TRUE	3	82.38454428		0		TRUE
TRUE	TRUE	0.1	TRUE		81.72976156	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K81.728127	100	1	1	Linear	TRUE	3	81.72649244		0		TRUE
TRUE	TRUE	0.1	TRUE		90.96460326	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K90.962784	100	1	1	Linear	TRUE	3	90.96096474		0		TRUE
TRUE	TRUE	0.1	TRUE		88.59411085	9.128301911	9	Scan	HMDB0014758+K	20	TRUE	FALSE		20	15	15	0	4	HMDB0014758+K88.592339	100	1	1	Linear	TRUE	3	88.59056715		0		TRUE
