Accuracy For QCs Used	Accuracy For Stds Used	Baseline Sub. Window	Calc Conc Used	Comment	End Mass	Expected RT	Experiment	Extraction Type	GroupName	Ion Ratio Tolerance	Ion Ratio Used	IS	Lower Lim Calc Conc	Max Tolerance LLOQ	Max Tolerance QC	Max Tolerance Stds	Min Peak Height	Min Peak Width	Name	Noise Percentage	Peak Splitting Factor	Period	Regression Type	Report Largest Peak	Smoothing Width	Start Mass	Units	Update RT	Upper Lim Calc Conc	Use Area
TRUE	TRUE	0.1	TRUE		150.0686903	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4150.065689	100	1	1	Linear	TRUE	3	150.0626877		0		TRUE
TRUE	TRUE	0.1	TRUE		343.0908457	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4343.083984	100	1	1	Linear	TRUE	3	343.0771223		0		TRUE
TRUE	TRUE	0.1	TRUE		463.2220149	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4_B	100	1	1	Linear	TRUE	3	463.2034864		0		TRUE
TRUE	TRUE	0.1	TRUE		321.10774	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4321.101318	100	1	1	Linear	TRUE	3	321.094896		0		TRUE
TRUE	TRUE	0.1	TRUE		304.0811245	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4304.075043	100	1	1	Linear	TRUE	3	304.0689615		0		TRUE
TRUE	TRUE	0.1	TRUE		287.0713233	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4287.065582	100	1	1	Linear	TRUE	3	287.0598407		0		TRUE
TRUE	TRUE	0.1	TRUE		286.0693203	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4286.063599	100	1	1	Linear	TRUE	3	286.0578777		0		TRUE
TRUE	TRUE	0.1	TRUE		369.0708273	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4369.063446	100	1	1	Linear	TRUE	3	369.0560647		0		TRUE
TRUE	TRUE	0.1	TRUE		470.1784704	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4470.169067	100	1	1	Linear	TRUE	3	470.1596636		0		TRUE
TRUE	TRUE	0.1	TRUE		468.1778514	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4468.168488	100	1	1	Linear	TRUE	3	468.1591246		0		TRUE
TRUE	TRUE	0.1	TRUE		369.0713763	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4369.063995	100	1	1	Linear	TRUE	3	369.0566137		0		TRUE
TRUE	TRUE	0.1	TRUE		107.050839	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4107.048698	100	1	1	Linear	TRUE	3	107.046557		0		TRUE
TRUE	TRUE	0.1	TRUE		168.0221594	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4168.018799	100	1	1	Linear	TRUE	3	168.0154386		0		TRUE
TRUE	TRUE	0.1	TRUE		103.0567941	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4103.054733	100	1	1	Linear	TRUE	3	103.0526719		0		TRUE
TRUE	TRUE	0.1	TRUE		468.1772714	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4468.167908	100	1	1	Linear	TRUE	3	468.1585446		0		TRUE
TRUE	TRUE	0.1	TRUE		286.0706623	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4286.064941	100	1	1	Linear	TRUE	3	286.0592197		0		TRUE
TRUE	TRUE	0.1	TRUE		93.0468519	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH493.04499100000001	100	1	1	Linear	TRUE	3	93.0431301		0		TRUE
TRUE	TRUE	0.1	TRUE		304.0819485	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4304.075867	100	1	1	Linear	TRUE	3	304.0697855		0		TRUE
TRUE	TRUE	0.1	TRUE		321.1098771	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4321.103455	100	1	1	Linear	TRUE	3	321.0970329		0		TRUE
TRUE	TRUE	0.1	TRUE		322.1113311	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4322.104889	100	1	1	Linear	TRUE	3	322.0984469		0		TRUE
TRUE	TRUE	0.1	TRUE		343.0901747	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4343.083313	100	1	1	Linear	TRUE	3	343.0764513		0		TRUE
TRUE	TRUE	0.1	TRUE		344.0946508	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4344.087769	100	1	1	Linear	TRUE	3	344.0808872		0		TRUE
TRUE	TRUE	0.1	TRUE		370.0732583	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4370.065857	100	1	1	Linear	TRUE	3	370.0584557		0		TRUE
TRUE	TRUE	0.1	TRUE		183.0946038	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4183.090942	100	1	1	Linear	TRUE	3	183.0872802		0		TRUE
TRUE	TRUE	0.1	TRUE		371.0681812	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4371.06076	100	1	1	Linear	TRUE	3	371.0533388		0		TRUE
TRUE	TRUE	0.1	TRUE		347.0891866	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4347.082245	100	1	1	Linear	TRUE	3	347.0753034		0		TRUE
TRUE	TRUE	0.1	TRUE		469.1794884	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4469.170105	100	1	1	Linear	TRUE	3	469.1607216		0		TRUE
TRUE	TRUE	0.1	TRUE		304.0807275	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4304.074646	100	1	1	Linear	TRUE	3	304.0685645		0		TRUE
TRUE	TRUE	0.1	TRUE		347.0883316	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4347.08139	100	1	1	Linear	TRUE	3	347.0744484		0		TRUE
TRUE	TRUE	0.1	TRUE		323.105461	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4323.098999	100	1	1	Linear	TRUE	3	323.092537		0		TRUE
TRUE	TRUE	0.1	TRUE		322.1106601	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4322.104218	100	1	1	Linear	TRUE	3	322.0977759		0		TRUE
TRUE	TRUE	0.1	TRUE		321.1093581	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4321.102936	100	1	1	Linear	TRUE	3	321.0965139		0		TRUE
TRUE	TRUE	0.1	TRUE		348.0908547	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4348.083893	100	1	1	Linear	TRUE	3	348.0769313		0		TRUE
TRUE	TRUE	0.1	TRUE		370.0735333	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4370.066132	100	1	1	Linear	TRUE	3	370.0587307		0		TRUE
TRUE	TRUE	0.1	TRUE		167.0193313	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4167.015991	100	1	1	Linear	TRUE	3	167.0126507		0		TRUE
TRUE	TRUE	0.1	TRUE		167.0200643	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4167.016724	100	1	1	Linear	TRUE	3	167.0133837		0		TRUE
TRUE	TRUE	0.1	TRUE		286.0690453	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4286.063324	100	1	1	Linear	TRUE	3	286.0576027		0		TRUE
TRUE	TRUE	0.1	TRUE		184.0469699	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4184.043289	100	1	1	Linear	TRUE	3	184.0396081		0		TRUE
TRUE	TRUE	0.1	TRUE		150.0689043	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4150.065903	100	1	1	Linear	TRUE	3	150.0629017		0		TRUE
TRUE	TRUE	0.1	TRUE		210.0258674	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4210.021667	100	1	1	Linear	TRUE	3	210.0174666		0		TRUE
TRUE	TRUE	0.1	TRUE		167.0193013	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4167.015961	100	1	1	Linear	TRUE	3	167.0126207		0		TRUE
TRUE	TRUE	0.1	TRUE		119.050767	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4119.048386	100	1	1	Linear	TRUE	3	119.046005		0		TRUE
TRUE	TRUE	0.1	TRUE		119.0758145	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4119.073433	100	1	1	Linear	TRUE	3	119.0710515		0		TRUE
TRUE	TRUE	0.1	TRUE		120.0579661	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4120.055565	100	1	1	Linear	TRUE	3	120.0531639		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0420398	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4121.039619	100	1	1	Linear	TRUE	3	121.0371982		0		TRUE
TRUE	TRUE	0.1	TRUE		121.0659053	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4121.063484	100	1	1	Linear	TRUE	3	121.0610627		0		TRUE
TRUE	TRUE	0.1	TRUE		131.0627412	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4131.06012	100	1	1	Linear	TRUE	3	131.0574988		0		TRUE
TRUE	TRUE	0.1	TRUE		139.0243864	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4139.021606	100	1	1	Linear	TRUE	3	139.0188256		0		TRUE
TRUE	TRUE	0.1	TRUE		139.052433	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4139.049652	100	1	1	Linear	TRUE	3	139.046871		0		TRUE
TRUE	TRUE	0.1	TRUE		148.0242004	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4148.02124	100	1	1	Linear	TRUE	3	148.0182796		0		TRUE
TRUE	TRUE	0.1	TRUE		469.1795184	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4469.170135	100	1	1	Linear	TRUE	3	469.1607516		0		TRUE
TRUE	TRUE	0.1	TRUE		166.0341276	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4166.030807	100	1	1	Linear	TRUE	3	166.0274864		0		TRUE
TRUE	TRUE	0.1	TRUE		211.0902967	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4211.086075	100	1	1	Linear	TRUE	3	211.0818533		0		TRUE
TRUE	TRUE	0.1	TRUE		104.0612472	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4104.059166	100	1	1	Linear	TRUE	3	104.0570848		0		TRUE
TRUE	TRUE	0.1	TRUE		258.0742834	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4258.069122	100	1	1	Linear	TRUE	3	258.0639606		0		TRUE
TRUE	TRUE	0.1	TRUE		256.1120861	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4256.106964	100	1	1	Linear	TRUE	3	256.1018419		0		TRUE
TRUE	TRUE	0.1	TRUE		169.0163653	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4169.012985	100	1	1	Linear	TRUE	3	169.0096047		0		TRUE
TRUE	TRUE	0.1	TRUE		240.1175643	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4240.112762	100	1	1	Linear	TRUE	3	240.1079597		0		TRUE
TRUE	TRUE	0.1	TRUE		238.1013499	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4238.096588	100	1	1	Linear	TRUE	3	238.0918261		0		TRUE
TRUE	TRUE	0.1	TRUE		226.1015979	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4226.097076	100	1	1	Linear	TRUE	3	226.0925541		0		TRUE
TRUE	TRUE	0.1	TRUE		222.106111	15.9884823	10	Scan	HMDB0015200+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015200+NH4222.101669	100	1	1	Linear	TRUE	3	222.097227		0		TRUE
TRUE	TRUE	0.1	TRUE		337.1743374	1.333254126	1	Scan	HMDB0015192+NH4_A	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4	100	1	1	Linear	TRUE	3	337.1608507		0		TRUE
TRUE	TRUE	0.1	TRUE		205.0817016	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4205.0776	100	1	1	Linear	TRUE	3	205.0734984		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1464028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.14	100	1	1	Linear	TRUE	3	320.1335972		0		TRUE
TRUE	TRUE	0.1	TRUE		233.1131622	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4233.1085	100	1	1	Linear	TRUE	3	233.1038378		0		TRUE
TRUE	TRUE	0.1	TRUE		165.0858017	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4165.0825	100	1	1	Linear	TRUE	3	165.0791984		0		TRUE
TRUE	TRUE	0.1	TRUE		189.0861816	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4189.0824	100	1	1	Linear	TRUE	3	189.0786184		0		TRUE
TRUE	TRUE	0.1	TRUE		191.0658212	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4191.062	100	1	1	Linear	TRUE	3	191.0581788		0		TRUE
TRUE	TRUE	0.1	TRUE		203.0657612	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4203.0617	100	1	1	Linear	TRUE	3	203.0576388		0		TRUE
TRUE	TRUE	0.1	TRUE		300.1406027	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4300.1346	100	1	1	Linear	TRUE	3	300.1285973		0		TRUE
TRUE	TRUE	0.1	TRUE		204.0736814	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4204.0696	100	1	1	Linear	TRUE	3	204.0655186		0		TRUE
TRUE	TRUE	0.1	TRUE		204.1101821	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4204.1061	100	1	1	Linear	TRUE	3	204.1020179		0		TRUE
TRUE	TRUE	0.1	TRUE		302.1363426	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4302.1303	100	1	1	Linear	TRUE	3	302.1242574		0		TRUE
TRUE	TRUE	0.1	TRUE		232.0644412	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4232.0598	100	1	1	Linear	TRUE	3	232.0551588		0		TRUE
TRUE	TRUE	0.1	TRUE		219.0973819	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4219.093	100	1	1	Linear	TRUE	3	219.0886181		0		TRUE
TRUE	TRUE	0.1	TRUE		176.0781215	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4176.0746	100	1	1	Linear	TRUE	3	176.0710785		0		TRUE
TRUE	TRUE	0.1	TRUE		204.1095821	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4204.1055	100	1	1	Linear	TRUE	3	204.1014179		0		TRUE
TRUE	TRUE	0.1	TRUE		219.0974819	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4219.0931	100	1	1	Linear	TRUE	3	219.0887181		0		TRUE
TRUE	TRUE	0.1	TRUE		249.0719813	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4249.067	100	1	1	Linear	TRUE	3	249.0620187		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1477028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1413	100	1	1	Linear	TRUE	3	320.1348972		0		TRUE
TRUE	TRUE	0.1	TRUE		276.156623	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4276.1511	100	1	1	Linear	TRUE	3	276.145577		0		TRUE
TRUE	TRUE	0.1	TRUE		302.1358426	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4302.1298	100	1	1	Linear	TRUE	3	302.1237574		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1466028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1402	100	1	1	Linear	TRUE	3	320.1337972		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1469028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1405	100	1	1	Linear	TRUE	3	320.1340972		0		TRUE
TRUE	TRUE	0.1	TRUE		274.104282	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4274.0988	100	1	1	Linear	TRUE	3	274.093318		0		TRUE
TRUE	TRUE	0.1	TRUE		233.1132622	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4233.1086	100	1	1	Linear	TRUE	3	233.1039378		0		TRUE
TRUE	TRUE	0.1	TRUE		282.1295425	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4282.1239	100	1	1	Linear	TRUE	3	282.1182575		0		TRUE
TRUE	TRUE	0.1	TRUE		302.1351426	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4302.1291	100	1	1	Linear	TRUE	3	302.1230574		0		TRUE
TRUE	TRUE	0.1	TRUE		254.0976819	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4254.0926	100	1	1	Linear	TRUE	3	254.0875181		0		TRUE
TRUE	TRUE	0.1	TRUE		233.1133622	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4233.1087	100	1	1	Linear	TRUE	3	233.1040378		0		TRUE
TRUE	TRUE	0.1	TRUE		219.0972819	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4219.0929	100	1	1	Linear	TRUE	3	219.0885181		0		TRUE
TRUE	TRUE	0.1	TRUE		321.1502229	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4321.1438	100	1	1	Linear	TRUE	3	321.1373771		0		TRUE
TRUE	TRUE	0.1	TRUE		176.0768215	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4176.0733	100	1	1	Linear	TRUE	3	176.0697785		0		TRUE
TRUE	TRUE	0.1	TRUE		232.0642412	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4232.0596	100	1	1	Linear	TRUE	3	232.0549588		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1467028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1403	100	1	1	Linear	TRUE	3	320.1338972		0		TRUE
TRUE	TRUE	0.1	TRUE		302.1352426	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4302.1292	100	1	1	Linear	TRUE	3	302.1231574		0		TRUE
TRUE	TRUE	0.1	TRUE		300.1410027	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4300.135	100	1	1	Linear	TRUE	3	300.1289973		0		TRUE
TRUE	TRUE	0.1	TRUE		282.1301425	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4282.1245	100	1	1	Linear	TRUE	3	282.1188575		0		TRUE
TRUE	TRUE	0.1	TRUE		272.1084421	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4272.103	100	1	1	Linear	TRUE	3	272.0975579		0		TRUE
TRUE	TRUE	0.1	TRUE		231.0608211	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4231.0562	100	1	1	Linear	TRUE	3	231.0515789		0		TRUE
TRUE	TRUE	0.1	TRUE		160.5775675	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4160.574356	100	1	1	Linear	TRUE	3	160.5711445		0		TRUE
TRUE	TRUE	0.1	TRUE		321.1508229	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4321.1444	100	1	1	Linear	TRUE	3	321.1379771		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1478028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1414	100	1	1	Linear	TRUE	3	320.1349972		0		TRUE
TRUE	TRUE	0.1	TRUE		161.0782795	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4161.075058	100	1	1	Linear	TRUE	3	161.0718365		0		TRUE
TRUE	TRUE	0.1	TRUE		152.0734764	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4152.070435	100	1	1	Linear	TRUE	3	152.0673936		0		TRUE
TRUE	TRUE	0.1	TRUE		151.5721534	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4151.569122	100	1	1	Linear	TRUE	3	151.5660906		0		TRUE
TRUE	TRUE	0.1	TRUE		254.0975819	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4254.0925	100	1	1	Linear	TRUE	3	254.0874182		0		TRUE
TRUE	TRUE	0.1	TRUE		189.0853816	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4189.0816	100	1	1	Linear	TRUE	3	189.0778184		0		TRUE
TRUE	TRUE	0.1	TRUE		204.1096821	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4204.1056	100	1	1	Linear	TRUE	3	204.1015179		0		TRUE
TRUE	TRUE	0.1	TRUE		203.0653612	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4203.0613	100	1	1	Linear	TRUE	3	203.0572388		0		TRUE
TRUE	TRUE	0.1	TRUE		302.1362426	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4302.1302	100	1	1	Linear	TRUE	3	302.1241574		0		TRUE
TRUE	TRUE	0.1	TRUE		231.0605211	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4231.0559	100	1	1	Linear	TRUE	3	231.0512789		0		TRUE
TRUE	TRUE	0.1	TRUE		231.0612211	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4231.0566	100	1	1	Linear	TRUE	3	231.0519789		0		TRUE
TRUE	TRUE	0.1	TRUE		320.1473028	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4320.1409	100	1	1	Linear	TRUE	3	320.1344972		0		TRUE
TRUE	TRUE	0.1	TRUE		185.0749014	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4185.0712	100	1	1	Linear	TRUE	3	185.0674986		0		TRUE
TRUE	TRUE	0.1	TRUE		205.0816016	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4205.0775	100	1	1	Linear	TRUE	3	205.0733984		0		TRUE
TRUE	TRUE	0.1	TRUE		277.1595041	1.333254126	7	Scan	HMDB0015192+NH4	20	TRUE	FALSE		20	15	15	0	4	HMDB0015192+NH4277.153961	100	1	1	Linear	TRUE	3	277.1484179		0		TRUE
